open;high;low;close;volume;marketCap;timestamp
237.7181697446;240.3309679641;236.4207898258;240.3309679641;95444149.5;4698513983.69;"2023-11-04T00:00:00.000Z"
240.3368197836;242.97140399;235.6433382754;238.2345632004;152062841.99;4657746279.63;"2023-11-05T00:00:00.000Z"
238.2294585607;244.545102639;236.3286574162;242.8718103078;140253234.71;4748628117.2;"2023-11-06T00:00:00.000Z"
242.8763472069;250.7284901531;238.6885554757;244.0255943685;247212998.64;4771415669.93;"2023-11-07T00:00:00.000Z"
244.0125698267;246.9564510152;242.0862322917;245.6894380125;138118348.5;4804134492.95;"2023-11-08T00:00:00.000Z"
245.6778274262;256.8758965926;229.5741515674;239.7634672951;386966813.06;4688430744.88;"2023-11-09T00:00:00.000Z"
239.7844978474;242.4013010118;236.0626780491;239.9277507943;214502444.62;4691881638.34;"2023-11-10T00:00:00.000Z"
239.9301952202;241.2330697675;234.3375215709;236.4889723277;163830005.89;4624859635.93;"2023-11-11T00:00:00.000Z"
236.4996727051;239.2473996611;232.2759605782;236.5060264813;129707085.22;4625400095.59;"2023-11-12T00:00:00.000Z"
236.5338217391;239.7553084488;233.679055843;234.7109856429;205987752.02;4590519998.58;"2023-11-13T00:00:00.000Z"
234.6934046778;238.7428080151;226.3155876394;231.6561592848;180833068.74;4530977297.97;"2023-11-14T00:00:00.000Z"
231.6555152282;238.1058510839;230.5098515387;238.0702545324;146261819.45;4656643763.09;"2023-11-15T00:00:00.000Z"
238.0812529652;244.0969514063;231.9419401593;234.1369244708;217433523.38;4579873358.37;"2023-11-16T00:00:00.000Z"
234.1421339282;234.6751811615;222.6617855382;229.2628526349;181426910.14;4484729590.5;"2023-11-17T00:00:00.000Z"
229.2677727894;229.5441121488;222.4146968767;227.4851377806;127556133.35;4450145306.85;"2023-11-18T00:00:00.000Z"
227.4797649193;230.8810299018;225.1499682688;230.4804021955;120262626.98;4508983181.32;"2023-11-19T00:00:00.000Z"
230.4721293066;230.5389771428;226.0112450417;226.4982554732;132208552.75;4431279819.56;"2023-11-20T00:00:00.000Z"
226.5194906894;234.4349112293;214.9573286303;217.1041664905;283335681.4;4247697293.43;"2023-11-21T00:00:00.000Z"
217.1029244993;224.6216498285;216.433585773;224.0798564128;176249941.16;4384399689.54;"2023-11-22T00:00:00.000Z"
224.0614392444;227.2238187065;222.4351777604;225.2827455211;134136472.77;4408083545.32;"2023-11-23T00:00:00.000Z"
225.2831023699;228.7765650663;224.9115434232;226.5084343634;140230461.41;4432311380.92;"2023-11-24T00:00:00.000Z"
226.5035593551;228.1522544887;226.0471467309;227.5141262145;111650919.13;4452186964.85;"2023-11-25T00:00:00.000Z"
227.5326729383;229.6196407982;223.9496552366;226.910144851;128228138.36;4440591825.46;"2023-11-26T00:00:00.000Z"
226.901577904;228.846937679;220.5201472921;223.3904329826;183614196.73;4371914127.73;"2023-11-27T00:00:00.000Z"
223.3897551904;224.7074543117;220.2102957156;223.4595373326;156921548.45;4373462077.49;"2023-11-28T00:00:00.000Z"
223.4554143476;226.6064737278;221.6746824493;223.2935995278;141670438.1;4370419559.1;"2023-11-29T00:00:00.000Z"
223.2944324271;223.5107722858;220.7736269221;221.5819083102;110706490.22;4337118248.56;"2023-11-30T00:00:00.000Z"
221.574560175;226.0735324445;221.1118478553;225.2168519953;117943684.72;4408458003.2;"2023-12-01T00:00:00.000Z"
225.2156070963;228.5117747093;225.0441329118;228.1851318012;137656262.09;4466756756.63;"2023-12-02T00:00:00.000Z"
