open;high;low;close;volume;marketCap;timestamp
39.5202100018;42.6952385949;39.1687938367;42.3465946932;1454107897.52;17784202445.23;"2023-11-04T00:00:00.000Z"
42.3733667786;42.8035405828;40.3801274615;41.238601527;884855277.69;17323908541.65;"2023-11-05T00:00:00.000Z"
41.2385640116;42.1550689345;39.8250779394;42.1285902954;1010459087.96;17697740585.54;"2023-11-06T00:00:00.000Z"
42.1377721353;44.4258493324;40.3199083276;43.0925459627;1780187159.34;18137705915.71;"2023-11-07T00:00:00.000Z"
43.0859178747;43.8050559528;42.3942276339;43.1898880799;1009177436.83;18178633103.95;"2023-11-08T00:00:00.000Z"
43.1818713079;48.7030660817;42.6081852307;45.4448278295;2830770419.34;19133073938.9;"2023-11-09T00:00:00.000Z"
45.4423696785;57.3491019934;45.2168475462;56.6438540417;3795204637.52;23840315649.8;"2023-11-10T00:00:00.000Z"
56.6409947383;63.4154486643;54.044867649;56.1026629416;4182963131.69;23628554348.09;"2023-11-11T00:00:00.000Z"
56.1320321844;61.7149054657;54.9421060416;56.1540967764;2987356951.97;23706316366.18;"2023-11-12T00:00:00.000Z"
56.1806260617;59.7136591555;51.9070508347;51.9070508347;2942685125.96;21919715447.04;"2023-11-13T00:00:00.000Z"
51.902216821;57.7301066655;51.714460977;56.8383758553;3195616616.34;24008328584.88;"2023-11-14T00:00:00.000Z"
56.8399408432;66.8676646758;56.3089857029;65.5344027024;3793937162.46;27682833195.96;"2023-11-15T00:00:00.000Z"
65.539446888;67.9921534619;56.8101295259;57.8714010298;3922608772.03;24458743630.75;"2023-11-16T00:00:00.000Z"
57.9210377383;60.4162892562;54.5516465122;58.4159355145;3185454734.79;24694112031.14;"2023-11-17T00:00:00.000Z"
58.3926749297;59.2834434248;55.0623123486;58.5127250794;1942321169.36;24743277356.78;"2023-11-18T00:00:00.000Z"
58.5242843168;62.0211523818;56.8826487614;61.3935581427;1998656461.24;25961432818.7;"2023-11-19T00:00:00.000Z"
61.3704586738;61.3704586738;56.3534328949;56.5338342947;1937313546.42;23913284883.86;"2023-11-20T00:00:00.000Z"
56.540366435;57.365686755;51.5559139562;52.0004730182;2440890238.03;21995659219.31;"2023-11-21T00:00:00.000Z"
52.0021265971;58.7915650775;51.7374964502;57.5885597373;1985653841.94;24365952890.74;"2023-11-22T00:00:00.000Z"
57.5780165414;59.4739212876;56.2875644951;56.5993690437;1379316732.86;23949413792.84;"2023-11-23T00:00:00.000Z"
56.578890504;58.6860117602;56.3490920753;56.8664407452;1146346830.94;24069836546.4;"2023-11-24T00:00:00.000Z"
56.8662869289;59.6541437371;56.3252781438;58.8464904739;1183793273.27;24910006396.5;"2023-11-25T00:00:00.000Z"
58.8454186021;58.9579611653;56.5114561215;57.6426988254;871154750.01;24407453540;"2023-11-26T00:00:00.000Z"
57.6288668342;58.0212239709;53.7144693178;55.0646196778;1237763215.47;23315764052.11;"2023-11-27T00:00:00.000Z"
55.0626279421;58.6068220608;54.0853241435;58.1943692854;1412314014.59;24639227969.5;"2023-11-28T00:00:00.000Z"
58.1930495222;61.6533595185;57.8550900923;59.2501295194;1941361673.85;25093452354.89;"2023-11-29T00:00:00.000Z"
59.2535178485;61.4378748923;58.9469206238;59.2416237142;1263841020.66;25115707773.59;"2023-11-30T00:00:00.000Z"
59.2381770658;61.7580176392;58.7782104274;59.8039973432;1376669759.63;25369600095.54;"2023-12-01T00:00:00.000Z"
59.8037447992;63.832860031;59.7737604837;63.832860031;1346327048.52;27078672252.97;"2023-12-02T00:00:00.000Z"
