open;high;low;close;volume;marketCap;timestamp
69.4909191556;70.6252683743;68.9675953353;70.4721026792;194430502.03;5203507787.38;"2023-11-04T00:00:00.000Z"
70.4505497387;72.2162283249;70.1040747511;71.6626543658;337144700.44;5291679359.55;"2023-11-05T00:00:00.000Z"
71.6622734709;74.9260159146;71.0919685851;74.4828644357;307139405.24;5500199821.62;"2023-11-06T00:00:00.000Z"
74.4850713886;74.5103148154;71.3797636275;73.5643822555;345874832.72;5432638260.67;"2023-11-07T00:00:00.000Z"
73.5603297481;74.2623129761;72.6144960016;73.1799419817;279316147.9;5404502124.23;"2023-11-08T00:00:00.000Z"
73.1797819595;76.1036113286;70.3372651907;73.7522093086;563715610.16;5447030852.14;"2023-11-09T00:00:00.000Z"
73.7556700074;74.9408194047;71.3996738705;73.3049987414;391745232.34;5414245482.3;"2023-11-10T00:00:00.000Z"
73.3003388024;75.8649010582;71.4122151654;75.1743067006;409990765.76;5552573164.56;"2023-11-11T00:00:00.000Z"
75.1719988311;76.6381857149;72.8548766524;74.8912718475;400244543.89;5531933793.63;"2023-11-12T00:00:00.000Z"
74.8979325362;75.9303064209;71.1960324759;71.4915444625;391890703.39;5281077831.74;"2023-11-13T00:00:00.000Z"
71.4411035866;72.5024209677;68.790594874;70.6352633754;378863883.95;5218094999.82;"2023-11-14T00:00:00.000Z"
70.6359238714;74.2513848566;70.6235230268;74.0803243584;335516202.59;5472858178.43;"2023-11-15T00:00:00.000Z"
74.080061364;74.3012292163;70.0713897423;71.1790506046;343373014.88;5258790682.14;"2023-11-16T00:00:00.000Z"
71.1491284456;71.6270607894;68.4080368995;70.1823380009;406903528.96;5185420848.25;"2023-11-17T00:00:00.000Z"
70.1916212674;70.2763230206;67.9962394611;69.8938075203;243237870.43;5164341291.22;"2023-11-18T00:00:00.000Z"
69.8953705098;70.6695527729;68.821865164;70.6403086133;226121114.91;5219754688.82;"2023-11-19T00:00:00.000Z"
70.6393234634;70.9597753938;69.200745091;69.5177390687;271959607.13;5137048641.66;"2023-11-20T00:00:00.000Z"
69.5191205699;71.6438378782;65.864295902;66.4573830795;427605909.05;4911140081.76;"2023-11-21T00:00:00.000Z"
66.4496674371;69.0522720701;66.2710714311;68.7055934637;275595694.14;5077536709.87;"2023-11-22T00:00:00.000Z"
68.7005909962;70.593937448;68.6248456091;69.5124480768;307401786.25;5137415781.26;"2023-11-23T00:00:00.000Z"
69.5111076051;71.6327492142;69.5071867398;70.7359507513;307601320.19;5228091147.26;"2023-11-24T00:00:00.000Z"
70.738463741;72.0831348861;70.6522410816;71.833365316;237235479.32;5309448836.72;"2023-11-25T00:00:00.000Z"
71.8361085704;71.8463741557;69.4290340158;70.0589871486;257792065.68;5178548084.48;"2023-11-26T00:00:00.000Z"
70.0554650599;70.4595020118;68.2804557105;69.2423320843;261741815.84;5118422302.25;"2023-11-27T00:00:00.000Z"
69.2442391872;70.164379297;68.1114280708;69.7372488648;340266605.9;5155237763.4;"2023-11-28T00:00:00.000Z"
69.7371070848;70.4175750559;69.2990429635;69.9893470293;241745413.52;5174146759.25;"2023-11-29T00:00:00.000Z"
69.9889691171;70.1088711685;69.1872407314;69.4455834053;238522259.42;5134236668.87;"2023-11-30T00:00:00.000Z"
69.442279766;72.1390060041;69.2877364826;71.5449699433;342098446.09;5289697598.1;"2023-12-01T00:00:00.000Z"
71.5444367643;72.6775008694;71.4587161255;72.2722257615;252948067.25;5343701438.52;"2023-12-02T00:00:00.000Z"
