open;high;low;close;volume;marketCap;timestamp
34736.3234106715;35256.032746518;34616.6933359046;35082.1972208526;9561294263.72;685272381015.38;"2023-11-04T00:00:00.000Z"
35090.013021366;35340.3397190718;34594.2425771252;35049.3559240236;12412743995.66;684667682720.63;"2023-11-05T00:00:00.000Z"
35044.7899191289;35286.0268268344;34765.3648471006;35037.3694407199;12693436419.5;684460477854.1;"2023-11-06T00:00:00.000Z"
35047.7936330374;35892.4163695816;34545.8150953191;35443.5613607149;18834737788.75;692425627404.3;"2023-11-07T00:00:00.000Z"
35419.4767171176;35994.4165314881;35147.8008053808;35655.2760812313;17295394917.86;696595346035.22;"2023-11-08T00:00:00.000Z"
35633.6343938602;37926.2567969959;35592.1032519349;36693.1236338431;37762672381.84;716902433922.7;"2023-11-09T00:00:00.000Z"
36702.2518583303;37493.8013005562;36362.7552276005;37313.9696874571;22711265155.03;729069481963.87;"2023-11-10T00:00:00.000Z"
37310.070760187;37407.0932751349;36773.6664564109;37138.0505408954;13924272141.51;725668445884.77;"2023-11-11T00:00:00.000Z"
37133.9908846586;37227.6925577401;36779.1165342627;37054.5201429095;11545715998.89;724074263172.69;"2023-11-12T00:00:00.000Z"
37070.3058713039;37405.1152995046;36399.6051113486;36502.3573373281;19057712790.07;713311947480.48;"2023-11-13T00:00:00.000Z"
36491.787577554;36753.3521876241;34948.5002761446;35537.6405155251;23857403554.48;694491212462.29;"2023-11-14T00:00:00.000Z"
35548.1127933703;37964.8928323147;35383.7809668933;37880.5831724307;27365821678.5;740312548128.35;"2023-11-15T00:00:00.000Z"
37879.9799370366;37934.625198059;35545.473342881;36154.7692413685;26007385365.73;706617161805.01;"2023-11-16T00:00:00.000Z"
36164.8236042335;36704.4828037394;35901.2355630271;36596.6819231214;22445028429.93;715288296429.98;"2023-11-17T00:00:00.000Z"
36625.3714763297;36839.2828685121;36233.3117312511;36585.7029298644;11886022717.42;715107332423.29;"2023-11-18T00:00:00.000Z"
36585.7656994176;37509.3562598784;36414.5982759999;37386.547774872;12915986552.51;730802775303.56;"2023-11-19T00:00:00.000Z"
37374.0746847021;37756.8192892406;36882.5319812888;37476.9558592879;20888209067.56;732607478252.01;"2023-11-20T00:00:00.000Z"
37469.1597071434;37631.1396417926;35813.8113636295;35813.8113636295;25172163755.87;700129319722.62;"2023-11-21T00:00:00.000Z"
35756.5532577388;37856.9799117719;35670.9718775193;37432.3383067227;24397247860.33;731805245915.84;"2023-11-22T00:00:00.000Z"
37420.4338755699;37643.918419055;36923.8643638084;37289.6206606291;14214948217.22;729048665033.17;"2023-11-23T00:00:00.000Z"
37296.3168330161;38415.3381982376;37261.6060502206;37720.2811521398;22922957822.74;737506220401.3;"2023-11-24T00:00:00.000Z"
37721.4134479349;37892.4299655735;37617.4168346315;37796.792344848;9099571165.44;739040907499.57;"2023-11-25T00:00:00.000Z"
37796.8288643375;37820.3013424636;37162.7491535169;37479.1222936619;13744796068.31;732864171270.83;"2023-11-26T00:00:00.000Z"
37454.1919552581;37559.3545503467;36750.127104535;37254.1688542494;19002925719.53;728495474098.44;"2023-11-27T00:00:00.000Z"
37247.9911748235;38368.4799548652;36891.0893619888;37831.08686845;21696137014.15;739813120655.74;"2023-11-28T00:00:00.000Z"
37826.105521743;38366.1129965833;37612.6316233579;37858.4940548249;20728546657.66;740379866134.15;"2023-11-29T00:00:00.000Z"
37861.1188827035;38141.753547202;37531.1416285477;37712.7477716325;18115982627.42;737560917365.82;"2023-11-30T00:00:00.000Z"
37718.0096264496;38954.1104267705;37629.3589120492;38688.7483611912;23512784001.94;756690015947.53;"2023-12-01T00:00:00.000Z"
38689.2786171684;39678.9372866006;38652.5956762182;39476.3332803722;15534035611.94;772125221563.13;"2023-12-02T00:00:00.000Z"
